0.005184,0.011656,0.814805,0.034850,0.086238,-0.684360,0.723188,-0.270051,0.318534,0.049177,1.708978,-0.239539,0.191485,-0.195716,0.171919,-0.046270,0.524011,-0.475337,-0.121346,-0.061883,0.000733,0.067922,0.321415,-0.562255,0.208771,0.212353,0.000000,0.000000,-0.033464,-0.326326,0.475088,-0.067458,-0.341974,0.000000,0.000000
0.005080,-0.009770,0.817052,0.035440,0.082984,-0.681571,0.726167,-0.290048,0.301277,0.039366,1.693569,-0.243983,0.164682,-0.184331,0.170846,-0.048543,0.544370,-0.494002,-0.124970,-0.042232,-0.000008,0.069838,0.327356,-0.566532,0.208025,0.189264,0.000000,0.000000,-0.042574,-0.330855,0.478886,-0.104120,-0.340832,0.000000,0.000000
0.005315,-0.031250,0.823074,0.036910,0.079413,-0.678106,0.729728,-0.318281,0.270314,0.020122,1.652061,-0.234274,0.123980,-0.157710,0.166179,-0.051814,0.548449,-0.511859,-0.128883,-0.013781,-0.001325,0.076969,0.334812,-0.564660,0.199128,0.144183,0.000000,0.000000,-0.057870,-0.335758,0.477404,-0.162692,-0.351743,0.000000,0.000000
0.005748,-0.052911,0.832998,0.038232,0.075973,-0.674940,0.732954,-0.341466,0.242574,0.002783,1.606708,-0.226051,0.087030,-0.133240,0.161948,-0.054790,0.551070,-0.522732,-0.132029,0.013245,-0.002520,0.085861,0.340963,-0.559788,0.189064,0.106876,0.000000,0.000000,-0.069923,-0.339690,0.473745,-0.214816,-0.357761,0.000000,0.000000
0.006277,-0.074779,0.843954,0.040436,0.072509,-0.672319,0.735591,-0.361308,0.215003,-0.011028,1.551550,-0.218067,0.057415,-0.109501,0.157761,-0.058142,0.552892,-0.525045,-0.133599,0.041706,-0.003737,0.096055,0.346463,-0.552513,0.177029,0.069242,0.000000,0.000000,-0.081050,-0.342972,0.468653,-0.263513,-0.357676,0.000000,0.000000
0.006840,-0.096894,0.847014,0.043777,0.068909,-0.670512,0.737393,-0.377817,0.186084,-0.019871,1.483434,-0.209339,0.037668,-0.085988,0.153971,-0.061364,0.552850,-0.516672,-0.133363,0.072465,-0.004956,0.107503,0.351450,-0.542831,0.162073,0.025356,0.000000,0.000000,-0.092461,-0.345796,0.462229,-0.307771,-0.346270,0.000000,0.000000
0.007237,-0.119183,0.850324,0.047882,0.065233,-0.669262,0.738607,-0.390926,0.156628,-0.024592,1.406413,-0.200026,0.026147,-0.063177,0.150832,-0.064037,0.550881,-0.499620,-0.131879,0.104263,-0.006234,0.119856,0.355858,-0.531159,0.145410,-0.022797,0.000000,0.000000,-0.104587,-0.348186,0.454892,-0.346460,-0.325017,0.000000,0.000000
0.007957,-0.141865,0.853963,0.053355,0.060808,-0.668797,0.739031,-0.399479,0.125237,-0.025508,1.317831,-0.188351,0.018836,-0.037152,0.141025,-0.061845,0.538798,-0.467792,-0.124350,0.137966,-0.007553,0.139803,0.361000,-0.512585,0.121153,-0.070033,0.000000,0.000000,-0.119374,-0.351655,0.444336,-0.379100,-0.299467,0.000000,0.000000
0.008855,-0.165002,0.857725,0.059289,0.056662,-0.668362,0.739301,-0.405127,0.096390,-0.024438,1.223747,-0.176494,0.012866,-0.013819,0.127680,-0.058553,0.528305,-0.429328,-0.113247,0.170372,-0.008834,0.165349,0.366201,-0.488233,0.093726,-0.101807,0.000000,0.000000,-0.133303,-0.356139,0.433655,-0.408557,-0.279385,0.000000,0.000000
0.009851,-0.188155,0.861515,0.065658,0.052924,-0.667609,0.739721,-0.407686,0.069620,-0.021534,1.122182,-0.163402,0.006679,0.007196,0.113131,-0.056664,0.519304,-0.383829,-0.101486,0.201200,-0.010016,0.188223,0.370413,-0.463911,0.070283,-0.120254,0.000000,0.000000,-0.145268,-0.360305,0.426507,-0.436620,-0.272084,0.000000,0.000000
0.010964,-0.211591,0.865227,0.072616,0.049341,-0.666775,0.740070,-0.406973,0.042694,-0.015949,1.012495,-0.149047,0.001367,0.027996,0.097228,-0.055129,0.507297,-0.328524,-0.088601,0.229549,-0.011134,0.213806,0.374135,-0.435461,0.045770,-0.128576,0.000000,0.000000,-0.157145,-0.365193,0.422692,-0.461990,-0.271246,0.000000,0.000000
0.012234,-0.235090,0.868836,0.079436,0.045985,-0.665714,0.740541,-0.402753,0.015823,-0.010629,0.896785,-0.134040,-0.002976,0.047985,0.081113,-0.053766,0.494927,-0.266828,-0.073425,0.252165,-0.012097,0.246102,0.377554,-0.397088,0.018058,-0.126814,0.000000,0.000000,-0.169246,-0.372367,0.424963,-0.485973,-0.272125,0.000000,0.000000
0.013598,-0.258575,0.872217,0.085261,0.042788,-0.664254,0.741395,-0.394864,-0.009588,-0.009410,0.777420,-0.119170,-0.006444,0.067023,0.066094,-0.052571,0.484580,-0.201947,-0.054563,0.270960,-0.012931,0.274887,0.379783,-0.357875,-0.003536,-0.116694,0.000000,0.000000,-0.182791,-0.379855,0.434259,-0.505851,-0.273815,0.000000,0.000000
0.014844,-0.281979,0.875272,0.089458,0.040967,-0.663585,0.741602,-0.386318,-0.024858,-0.005348,0.658454,-0.109327,-0.011400,0.079053,0.054756,-0.049948,0.489540,-0.140368,-0.032640,0.301795,-0.013954,0.278579,0.381096,-0.342717,-0.003480,-0.094425,0.000000,0.000000,-0.191428,-0.382120,0.437570,-0.521330,-0.282614,0.000000,0.000000
0.015988,-0.306073,0.871634,0.093880,0.038802,-0.662046,0.742548,-0.368464,-0.039059,-0.003032,0.518220,-0.091451,-0.015856,0.101100,0.041853,-0.048124,0.468141,-0.054101,-0.003665,0.306583,-0.014546,0.319925,0.381311,-0.279971,-0.029795,-0.057587,0.000000,0.000000,-0.213531,-0.393674,0.466567,-0.534514,-0.284108,0.000000,0.000000
0.016838,-0.330127,0.862492,0.097033,0.036530,-0.659822,0.744235,-0.350998,-0.055465,-0.011240,0.386810,-0.077697,-0.022119,0.118085,0.032167,-0.045135,0.460858,0.023069,0.027509,0.317984,-0.015121,0.340773,0.380824,-0.239140,-0.038558,-0.015619,0.000000,0.000000,-0.230075,-0.400458,0.488153,-0.543072,-0.289403,0.000000,0.000000
0.017596,-0.354393,0.861899,0.097175,0.034640,-0.658088,0.745841,-0.333413,-0.066005,-0.024022,0.269759,-0.067027,-0.029856,0.134135,0.028271,-0.036317,0.461116,0.090059,0.060528,0.332692,-0.015688,0.352945,0.380794,-0.205987,-0.038085,0.029283,0.000000,0.000000,-0.239446,-0.404144,0.501837,-0.552091,-0.289926,0.000000,0.000000
0.018177,-0.378732,0.862901,0.093229,0.033183,-0.656809,0.747536,-0.314506,-0.067114,-0.043591,0.161774,-0.057927,-0.037061,0.151187,0.031833,-0.020035,0.467469,0.150003,0.098968,0.348823,-0.016307,0.361179,0.381736,-0.173065,-0.030379,0.082250,0.000000,0.000000,-0.241927,-0.405700,0.510127,-0.564666,-0.280698,0.000000,0.000000
0.018451,-0.403257,0.863568,0.086214,0.032167,-0.655672,0.749418,-0.294640,-0.059584,-0.068725,0.060595,-0.051016,-0.043337,0.168657,0.041907,0.001248,0.479105,0.204713,0.141740,0.364794,-0.016961,0.367601,0.383646,-0.138672,-0.018899,0.144247,0.000000,0.000000,-0.238955,-0.405547,0.514759,-0.579920,-0.264399,0.000000,0.000000
0.018340,-0.427864,0.863841,0.078048,0.031631,-0.654756,0.751134,-0.277056,-0.048638,-0.092740,-0.017450,-0.048791,-0.050663,0.183040,0.055088,0.022772,0.498574,0.247026,0.179646,0.378698,-0.017488,0.373488,0.385949,-0.104400,-0.009329,0.202569,0.000000,0.000000,-0.232546,-0.404281,0.516726,-0.594460,-0.247743,0.000000,0.000000
0.017948,-0.452264,0.863017,0.070624,0.031599,-0.654243,0.752316,-0.263906,-0.039564,-0.110979,-0.017450,-0.053740,-0.061061,0.191730,0.068297,0.041621,0.529286,0.273547,0.207048,0.390227,-0.017970,0.379797,0.388138,-0.070396,-0.005221,0.248173,0.000000,0.000000,-0.224262,-0.402428,0.516907,-0.605964,-0.236028,0.000000,0.000000
0.017621,-0.476170,0.862059,0.063977,0.032448,-0.654189,0.752922,-0.253311,-0.031772,-0.124305,-0.017450,-0.066079,-0.077593,0.193758,0.084093,0.061421,0.579541,0.282035,0.223074,0.400712,-0.018523,0.387195,0.390364,-0.031888,-0.006417,0.281020,0.000000,0.000000,-0.212611,-0.399909,0.514830,-0.617092,-0.230727,0.000000,0.000000
0.017492,-0.499795,0.861406,0.057247,0.034021,-0.654515,0.753111,-0.244874,-0.024088,-0.133178,-0.017450,-0.084103,-0.098987,0.189002,0.102325,0.081193,0.648487,0.271431,0.227541,0.409608,-0.019024,0.395479,0.392391,0.009750,-0.012520,0.301049,0.000000,0.000000,-0.197426,-0.396869,0.510338,-0.627906,-0.230535,0.000000,0.000000
0.017533,-0.523146,0.861457,0.050980,0.035566,-0.655318,0.752791,-0.238219,-0.018089,-0.137167,-0.017450,-0.102628,-0.121218,0.179304,0.117038,0.095075,0.725564,0.249862,0.225316,0.416245,-0.019453,0.403948,0.393923,0.049233,-0.023332,0.310890,0.000000,0.000000,-0.181119,-0.393744,0.504897,-0.633601,-0.232069,0.000000,0.000000
0.017720,-0.546209,0.862239,0.045737,0.036353,-0.656736,0.751854,-0.232512,-0.014996,-0.136764,-0.017450,-0.117593,-0.141487,0.166852,0.123135,0.099416,0.803350,0.226854,0.223512,0.420935,-0.019685,0.411618,0.394879,0.083788,-0.037939,0.316182,0.000000,0.000000,-0.165155,-0.390752,0.499749,-0.629848,-0.231472,0.000000,0.000000
0.018059,-0.568952,0.862747,0.041239,0.036198,-0.659177,0.749983,-0.226538,-0.015452,-0.130489,-0.017450,-0.130853,-0.166873,0.151645,0.119201,0.093109,0.886466,0.203510,0.227076,0.424783,-0.019840,0.418020,0.395357,0.114683,-0.056136,0.318764,0.000000,0.000000,-0.147577,-0.387659,0.494223,-0.614382,-0.227444,0.000000,0.000000
0.018538,-0.591740,0.862990,0.037376,0.035398,-0.662446,0.747339,-0.220708,-0.019240,-0.118472,-0.017450,-0.142824,-0.196693,0.134227,0.106089,0.078752,0.973130,0.178370,0.233830,0.427608,-0.019927,0.421985,0.395374,0.141046,-0.076088,0.316679,0.000000,0.000000,-0.128412,-0.384589,0.488155,-0.588803,-0.221036,0.000000,0.000000
0.019089,-0.614400,0.862904,0.034965,0.033932,-0.665785,0.744551,-0.216161,-0.025398,-0.104698,-0.017450,-0.148909,-0.216284,0.115708,0.084280,0.059952,1.055220,0.152967,0.238103,0.427997,-0.019882,0.422170,0.394922,0.160503,-0.095317,0.310369,0.000000,0.000000,-0.110786,-0.381925,0.482973,-0.555700,-0.212736,0.000000,0.000000
0.020214,-0.636209,0.862529,0.034789,0.031800,-0.668454,0.742258,-0.213615,-0.033486,-0.092675,-0.017450,-0.144756,-0.211920,0.095426,0.052958,0.038301,1.132176,0.126305,0.234135,0.424570,-0.019679,0.417465,0.394009,0.172521,-0.113074,0.300523,0.000000,0.000000,-0.096365,-0.379963,0.479620,-0.515469,-0.202601,0.000000,0.000000
0.022191,-0.656887,0.861880,0.037958,0.028858,-0.670370,0.740494,-0.214648,-0.044640,-0.084055,-0.017450,-0.117746,-0.167022,0.073023,0.008705,0.011398,1.203371,0.097510,0.218292,0.416873,-0.019332,0.406430,0.392485,0.175159,-0.128731,0.285797,0.000000,0.000000,-0.087420,-0.379125,0.479060,-0.467121,-0.188981,0.000000,0.000000
0.024046,-0.677733,0.861247,0.043744,0.024924,-0.671699,0.739111,-0.220165,-0.062374,-0.075574,-0.008295,-0.066130,-0.085616,0.048276,-0.052648,-0.026338,1.276882,0.062630,0.188741,0.404257,-0.018698,0.388621,0.390041,0.169216,-0.143746,0.264751,0.000000,0.000000,-0.081954,-0.379535,0.480676,-0.406475,-0.171269,0.000000,0.000000
0.025633,-0.699238,0.862365,0.050130,0.020160,-0.672178,0.738415,-0.228332,-0.083802,-0.066243,0.054934,-0.019209,-0.003936,0.026747,-0.117340,-0.069117,1.343037,0.025268,0.148486,0.387730,-0.017867,0.368628,0.387360,0.158145,-0.157054,0.243082,0.000000,0.000000,-0.077457,-0.380700,0.482412,-0.343796,-0.155974,0.000000,0.000000
0.027365,-0.720289,0.861689,0.055055,0.015001,-0.671797,0.738535,-0.235148,-0.104108,-0.057770,0.124805,-0.003842,0.050958,0.008642,-0.176883,-0.110851,1.402650,-0.014672,0.101175,0.367540,-0.016890,0.349084,0.384977,0.145731,-0.170000,0.224380,0.000000,0.000000,-0.070338,-0.381975,0.482274,-0.282091,-0.147524,0.000000,0.000000
0.028552,-0.741477,0.859331,0.057966,0.009181,-0.670533,0.739555,-0.239359,-0.120672,-0.053264,0.200195,-0.036470,0.070148,-0.007033,-0.231612,-0.150301,1.458190,-0.060270,0.046268,0.342726,-0.015748,0.330133,0.383057,0.131722,-0.182976,0.209226,0.000000,0.000000,-0.059969,-0.383112,0.479856,-0.218958,-0.151119,0.000000,0.000000
0.029616,-0.762331,0.854995,0.059908,0.002800,-0.668489,0.741300,-0.242048,-0.134153,-0.052218,0.283213,-0.104318,0.068014,-0.021788,-0.284575,-0.189632,1.511338,-0.112503,-0.017435,0.313490,-0.014395,0.310293,0.381399,0.114665,-0.196458,0.195440,0.000000,0.000000,-0.048509,-0.384281,0.475981,-0.151615,-0.164287,0.000000,0.000000
0.030484,-0.782732,0.848912,0.061224,-0.003065,-0.666083,0.743354,-0.242290,-0.144082,-0.052654,0.364224,-0.184973,0.057607,-0.037485,-0.330166,-0.223595,1.558198,-0.164178,-0.082516,0.281723,-0.012844,0.290722,0.379915,0.097594,-0.211641,0.182668,0.000000,0.000000,-0.037667,-0.385599,0.472232,-0.083799,-0.178255,0.000000,0.000000
0.031205,-0.802782,0.842396,0.062206,-0.007340,-0.663884,0.745208,-0.238752,-0.150728,-0.052876,0.429741,-0.251897,0.052061,-0.055572,-0.361825,-0.242922,1.592204,-0.203195,-0.135938,0.248084,-0.011284,0.280872,0.378423,0.090642,-0.235794,0.169848,0.000000,0.000000,-0.027491,-0.387119,0.471261,-0.022976,-0.183205,0.000000,0.000000
0.031590,-0.822915,0.835823,0.063191,-0.009650,-0.661315,0.747380,-0.232356,-0.154956,-0.053183,0.482590,-0.304440,0.054021,-0.079463,-0.381620,-0.254949,1.617379,-0.233048,-0.192230,0.217865,-0.009730,0.253542,0.377662,0.069083,-0.247728,0.161029,0.000000,0.000000,-0.017743,-0.388432,0.467395,0.038770,-0.172422,0.000000,0.000000
0.031746,-0.843372,0.829786,0.063698,-0.010430,-0.658691,0.749640,-0.222061,-0.156435,-0.053721,0.522016,-0.348335,0.058687,-0.106687,-0.388885,-0.252482,1.628957,-0.248334,-0.241959,0.182217,-0.007961,0.241037,0.376253,0.060746,-0.273136,0.151275,0.000000,0.000000,-0.005739,-0.390109,0.466186,0.095120,-0.152032,0.000000,0.000000
0.031891,-0.864111,0.824087,0.064067,-0.010758,-0.656591,0.751444,-0.208677,-0.156902,-0.054186,0.551729,-0.385955,0.064130,-0.136585,-0.389111,-0.242870,1.631300,-0.256307,-0.281457,0.150500,-0.006331,0.215305,0.376060,0.041315,-0.288321,0.146484,0.000000,0.000000,0.006532,-0.391548,0.463533,0.148084,-0.126726,0.000000,0.000000
0.032502,-0.885499,0.818718,0.064193,-0.011290,-0.655850,0.752072,-0.192478,-0.157454,-0.054082,0.573627,-0.417669,0.069182,-0.164314,-0.384708,-0.229795,1.622803,-0.259551,-0.299830,0.120518,-0.004782,0.197739,0.375683,0.028520,-0.310628,0.146521,0.000000,0.000000,0.018870,-0.393005,0.461802,0.190710,-0.105574,0.000000,0.000000
0.032838,-0.906906,0.814119,0.064157,-0.012724,-0.656990,0.751057,-0.172786,-0.158760,-0.052822,0.588616,-0.445404,0.073722,-0.189735,-0.376502,-0.212120,1.603839,-0.259858,-0.289282,0.094224,-0.003418,0.182028,0.375502,0.018020,-0.334993,0.151310,0.000000,0.000000,0.030491,-0.394427,0.460601,0.222968,-0.088344,0.000000,0.000000
0.033100,-0.928568,0.814948,0.063895,-0.014524,-0.659489,0.748853,-0.148613,-0.160061,-0.050584,0.596198,-0.469680,0.078283,-0.214422,-0.363416,-0.187710,1.573354,-0.256601,-0.254351,0.070126,-0.002128,0.165281,0.375732,0.007129,-0.360270,0.160675,0.000000,0.000000,0.042736,-0.395938,0.459514,0.247191,-0.071524,0.000000,0.000000
0.033298,-0.950340,0.818714,0.063388,-0.015722,-0.662483,0.746225,-0.122475,-0.160152,-0.048371,0.596558,-0.487309,0.082169,-0.236741,-0.347243,-0.162720,1.533494,-0.252289,-0.211465,0.047821,-0.000916,0.148991,0.376412,-0.003766,-0.385842,0.176191,0.000000,0.000000,0.055028,-0.397483,0.458488,0.264462,-0.057577,0.000000,0.000000
0.033496,-0.972025,0.825376,0.062720,-0.015324,-0.665084,0.743973,-0.097143,-0.158097,-0.047103,0.593143,-0.497899,0.084919,-0.257096,-0.329608,-0.143508,1.485467,-0.248559,-0.177889,0.024484,0.000243,0.135867,0.377079,-0.012530,-0.414275,0.199740,0.000000,0.000000,0.065978,-0.399030,0.457895,0.278794,-0.048657,0.000000,0.000000
0.033387,-0.993723,0.834368,0.061581,-0.013206,-0.667347,0.742079,-0.071101,-0.153335,-0.047390,0.582002,-0.499116,0.086867,-0.275757,-0.309241,-0.129347,1.428764,-0.243898,-0.156819,0.000490,0.001429,0.123883,0.378220,-0.021321,-0.443899,0.235254,0.000000,0.000000,0.077500,-0.400632,0.457885,0.289270,-0.047456,0.000000,0.000000
0.033155,-1.015587,0.844122,0.059932,-0.009913,-0.669642,0.740196,-0.042151,-0.146032,-0.048983,0.560357,-0.490178,0.087980,-0.292497,-0.285234,-0.117807,1.361407,-0.237536,-0.141423,-0.023283,0.002586,0.111135,0.380769,-0.032778,-0.473548,0.282124,0.000000,0.000000,0.091435,-0.402416,0.458344,0.293919,-0.052417,0.000000,0.000000
0.032803,-1.037750,0.848826,0.058352,-0.005491,-0.671756,0.738450,-0.014785,-0.137149,-0.050878,0.536978,-0.474581,0.087449,-0.306946,-0.260560,-0.109550,1.286254,-0.229945,-0.130110,-0.047014,0.003713,0.099405,0.384076,-0.043997,-0.502933,0.331857,0.000000,0.000000,0.103938,-0.404209,0.458695,0.296212,-0.058467,0.000000,0.000000
